No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
1775,H-124-9249-225528,Central and Convenient Location of DoubleTree by Hilton Houston Downtown,"DoubleTree by Hilton Houston Downtown-id=112048",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,261,0,2014-07-13 15:49:37,10.44
1776,H-124-9249-225527,Fine Furnishings at the Hotel ZaZa,"Hotel ZaZa-id=171206",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,254,0,2014-07-13 15:26:51,10.16
1777,H-124-9249-225526,Elegance at the Crowne Plaza Hotel Houston near Reliant-Medical,"Crowne Plaza Hotel Houston near Reliant - Medical-id=123954",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,258,0,2014-07-11 23:26:09,10.32
1778,H-124-9249-225525,Modern Touches in the Aloft Houston by the Galleria,"Aloft Houston by the Galleria-id=324473",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,254,0,2014-07-11 22:58:58,10.16
1779,H-124-9249-225524,A Touch of Elegance at Omni Hotel Houston,"Omni Houston Hotel Westside-id=130781",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,256,0,2014-07-11 22:32:27,10.24
1780,H-124-9249-225523,Enjoy Your Stay at The Westin Galleria Houston,"The Westin Galleria Houston-id=105322",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,311,0,2014-07-11 14:50:15,12.44
1781,H-124-9249-225522,Enjoy City Living at the Hyatt Regency Houston,"Hyatt Regency Houston-id=106063",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,306,0,2014-07-11 13:19:53,12.24
1782,H-124-9248-225521,Stay at the Historic Magnolia Hotel Houston,Magnolia Hotel Houston-id=207353,Hipmunk,Houston--TX--US--Top Hotel Properties,KKaradzaEditor      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,302,0,2014-07-14 10:59:00,12.08
1783,H-124-9248-225520,Four Points by Sheraton Houston Southwest,"Four Points by Sheraton Houston Southwest-id=153632",Hipmunk,Houston--TX--US--Top Hotel Properties,KKaradzaEditor      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,293,0,2014-07-14 10:38:57,11.72
1784,H-124-9248-225519,Luxury at The Westin Oaks Houston at the Galleria,"The Westin Oaks Houston at the Galleria-id=105322",Hipmunk,Houston--TX--US--Top Hotel Properties,KKaradzaEditor      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,298,0,2014-07-14 10:32:39,11.92
1785,H-124-9248-225518,Hilton Americas-Houston Provides Style and Luxury,"Hilton Americas - Houston-id=216338",Hipmunk,Houston--TX--US--Top Hotel Properties,KKaradzaEditor      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,306,0,2014-07-14 10:27:07,12.24
1786,H-124-9248-225517,Enjoy Convenience and Luxury at Club Quarters in Houston,"Club Quarters in Houston-id=226120",Hipmunk,Houston--TX--US--Top Hotel Properties,KKaradzaEditor      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,302,0,2014-07-14 10:22:21,12.08
1787,H-124-9248-225516,&quot;The Place to Meet&quot; in Houston River Oaks,"Crowne Plaza Houston River Oaks-id=108703",Hipmunk,Houston--TX--US--Top Hotel Properties,DHeuvelEdit      2,mspellbinder[1]      0      0,Hipmunk Hotel Properties,313,0,2014-07-13 21:09:33,12.52
1788,H-124-9248-225515,Romantic Four-Diamond Hotel in Houston,"Royal Sonesta Hotel Houston-id=107041",Hipmunk,Houston--TX--US--Top Hotel Properties,DHeuvelEdit      2,mspellbinder[1]      0      0,Hipmunk Hotel Properties,311,0,2014-07-14 12:22:58,12.44
1789,H-124-9248-225514,The Only Boutique Hotel in the 610 Area,"Hotel Derek Houston Galleria-id=124806",Hipmunk,Houston--TX--US--Top Hotel Properties,DHeuvelEdit      2,mspellbinder[1]      0      0,Hipmunk Hotel Properties,327,0,2014-07-14 01:05:05,13.08
1790,H-124-9248-225513,Hotel in the Center of Glamorous Uptown Houston,"Sheraton Suites Houston Galleria-id=171630",Hipmunk,Houston--TX--US--Top Hotel Properties,DHeuvelEdit      2,mspellbinder[1]      0      0,Hipmunk Hotel Properties,342,0,2014-07-14 01:55:44,13.68
1791,H-124-9248-225512,Hotel in the Prestigious Uptown Post Oak Area,"Omni Houston Hotel-id=130781",Hipmunk,Houston--TX--US--Top Hotel Properties,DHeuvelEdit      2,mspellbinder[1]      0      0,Hipmunk Hotel Properties,321,0,2014-07-14 02:22:03,12.84
1792,PD-10-9329-225511,Masquerade Mardi Gras Banners,http://www.stumpsparty.com/event-supplies/custom-party-banners/masquerade-banners/50307,PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 11:00:05,10.2
1793,PD-10-9329-225510,"Luau Banners, Signs, and Posters","http://www.stumpsparty.com/event-supplies/custom-party-banners/luau-banners/49167",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 10:02:23,10.2
1794,PD-10-9329-225509,Jungle Banners and Party Supplies,"http://www.stumpsparty.com/event-supplies/custom-party-banners/jungle-banners/49165",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 09:59:56,10.2
1795,PD-10-9329-225508,Jazz Music Banners and Signs,"http://www.stumpsparty.com/event-supplies/custom-party-banners/jazz-banners/49163",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 09:58:13,10.2
1796,PD-10-9329-225507,Indian Party Decorations and Banners,"http://www.stumpsparty.com/event-supplies/custom-party-banners/india-banners/53321",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 09:56:55,10.2
1797,PD-10-9329-225506,Holiday Banners and Party Supplies,"http://www.stumpsparty.com/event-supplies/custom-party-banners/holiday-banners/49067",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 09:56:14,10.2
1798,PD-10-9329-225505,Hip Hop Party Supplies and Signs,"http://www.stumpsparty.com/event-supplies/custom-party-banners/hip-hop-banners/50305",PM Digital,Shindigz #3,echilds      23,CCampbellWriter[1]      0      0,COPY,340,0,2014-07-08 09:55:40,10.2
1799,PD-10-9329-225504,Hanging Accessories,"http://www.stumpsparty.com/event-supplies/custom-party-banners/hanging-accessories/47479",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:53:17,10.2
1800,PD-10-9329-225503,Custom Graduation Banners,"http://www.stumpsparty.com/event-supplies/graduation-party-supplies/graduation-banners/47895",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:52:31,10.2
1801,PD-10-9329-225502,Glow Banners,"http://www.stumpsparty.com/event-supplies/custom-party-banners/glow-banners/54016",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:51:03,10.2
1802,PD-10-9329-225501,Garden Flags and Banners,"http://www.stumpsparty.com/event-supplies/custom-party-banners/garden-banners/49161",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:50:32,10.2
1803,PD-10-9329-225500,Gangster Banners,"http://www.stumpsparty.com/event-supplies/custom-party-banners/gangster-banners/50304",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:45:08,10.2
1804,PD-10-9329-225499,Game Night Banner,"http://www.stumpsparty.com/event-supplies/custom-party-banners/game-night-banners/59323",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:44:28,10.2
1805,PD-10-9329-225498,50s Banner,"http://www.stumpsparty.com/event-supplies/custom-party-banners/fifties-banners/49159",PM Digital,Shindigz #3,echilds      23,CMorrisWriter[1]      0      0,COPY,340,0,2014-07-08 09:43:30,10.2
1806,CC-E-100-9239-225487,8 Devices for the World Traveler,# Devices for the World Traveler,Connection Content - Extra,July 14 Extra Connections (1000 Words),AWithersEditor      0,joynelson[1]      3      3,Connection ShareBait,1000,0,2014-07-09 13:49:53,60
1807,CC-E-100-9239-225486,6 Food Blogs for New Vegans,"# Food Blogs For New Vegans",Connection Content - Extra,July 14 Extra Connections (1000 Words),AWithersEditor      0,lesliefloyd[1]      0      0,Connection ShareBait,1000,0,2014-07-09 18:23:53,60
1808,CC-E-100-9238-225485,7 Apps That Will Make You Smarter,7 Apps That Will Make You Smarter,Connection Content - Extra,July 14 Extra Connections (675 Words),echilds      23,daninorton[1]      0      0,Connection ShareBait,675,0,2014-07-09 23:02:02,40.5
1809,CC-E-100-9238-225484,Can Paying Off Your Mortgage Early Damage Your Net Worth?,"Can Paying Off Your Mortgage Early Damage Your Net Worth?",Connection Content - Extra,July 14 Extra Connections (675 Words),ABrownEditor      6,adamhopkins[1]      0      0,Connection ShareBait,675,0,2014-07-14 22:19:00,40.5
1810,CC-E-100-9238-225483,The Best Web Conferencing Apps for Android/iPhone,"The Best Web Conferencing Apps for Android/iPhone",Connection Content - Extra,July 14 Extra Connections (675 Words),echilds      23,melissaschmitz[1]      0      0,Connection ShareBait,675,0,2014-07-10 00:14:06,40.5
1811,CC-E-100-9238-225482,6 Gadgets Your Employees Will Love,"# Gadgets Your Employees Will Love",Connection Content - Extra,July 14 Extra Connections (675 Words),AWithersEditor      0,adamgroff[1]      6      5,Connection ShareBait,675,0,2014-07-14 17:17:43,40.5
1812,CC-E-100-9238-225481,5 No-Brainer SaaS Applications for Enterprise,"5 No-Brainer SaaS Applications for Enterprise",Connection Content - Extra,July 14 Extra Connections (675 Words),AWithersEditor      0,michaelsarko[1]      7      4,Connection ShareBait,675,0,2014-07-16 05:29:37,40.5
1813,CC-E-100-9238-225480,4 Tools and Services For Improving Your Web Hosting Infrastructure,"# Tools and Services For Improving Your Web Hosting Infrastructure",Connection Content - Extra,July 14 Extra Connections (675 Words),AWithersEditor      0,mikecheng[1]      0      0,Connection ShareBait,675,0,2014-07-08 23:11:12,40.5
1814,H-14-8385-225477,Enjoy Oceanside Romance in Fort Lauderdale,Romantic Hotels--Ft. Lauderdale--FL--US--Best Of,Hipmunk,Ft. Lauderdale--FL--US--Best Of,ARadesEditor      3,mandirogier[1]      14      4,SHAREBAIT,1000,0,2014-07-14 13:03:18,60
1815,H-14-8385-225476,Enjoy Oceanside Indulgences at Fort Lauderdale Spa Hotels,"Spa Hotels--Ft. Lauderdale--FL--US--Best Of",Hipmunk,Ft. Lauderdale--FL--US--Best Of,ARadesEditor      3,mandirogier[1]      14      4,SHAREBAIT,1000,0,2014-07-14 13:03:48,60
1816,S-108-9247-225455,5 Interesting Facts about &quot;A Gentleman's Guide to Love and Murder&quot;,# Interesting Facts about &quot;A Gentleman's Guide to Love and Murder&quot;,ScoreBig,ScoreBig Broadway July #3,JRakowskiEditor      19,laurenkatulka[1]      7      5,Landing Page Copy,500,0,2014-07-16 20:18:09,25
1817,S-108-9247-225454,Rock of Ages: Meet the Cast,"Rock of Ages: Meet the Cast",ScoreBig,ScoreBig Broadway July #3,JRakowskiEditor      19,sheilaolson[1]      7      5,Landing Page Copy,500,0,2014-07-17 13:52:22,25
1818,S-108-9247-225453,Rock of Ages: The Music Behind the Broadway Hit,"Rock of Ages: The Music Behind the Broadway Hit",ScoreBig,ScoreBig Broadway July #3,JRakowskiEditor      19,laurenkatulka[1]      7      5,Landing Page Copy,500,0,2014-07-16 18:34:47,25
1819,S-108-9247-225452,Rocky: From the Big Screen to the Big Stage,"Rocky: From the Big Screen to the Big Stage",ScoreBig,ScoreBig Broadway July #3,JRakowskiEditor      19,mandirogier[1]      14      4,Landing Page Copy,500,0,2014-07-14 07:55:36,25
1820,S-108-9247-225451,A Look at the Polyphonic &amp; Percussive Cast of Stomp NYC,"A Look at the Polyphonic &amp; Percussive Cast of Stomp NYC",ScoreBig,ScoreBig Broadway July #3,CarolineCampbell      33,sarahjennings[1]      2      1,Landing Page Copy,500,0,2014-07-17 07:57:51,25
1821,S-108-9247-225450,A Summary of the Intricate Plot of Broadway's If/Then,A Summary of the Intricate Plot of Broadway's 'If/Then,ScoreBig,ScoreBig Broadway July #3,CarolineCampbell      33,mandirogier[1]      14      4,Landing Page Copy,500,0,2014-07-16 17:52:11,25
1822,S-108-9247-225449,If/Then: Three Events That Catapulted Idina Menzel to Fame,"If/Then: Three Events That Catapulted Idina Menzel to Fame",ScoreBig,ScoreBig Broadway July #3,CarolineCampbell      33,sarahjennings[1]      2      1,Landing Page Copy,500,0,2014-07-17 07:17:41,25
1823,S-108-9247-225448,4 Special Guest Stars Who Have Performed in After Midnight,"# Special Guest Stars Who Have Performed in After Midnight",ScoreBig,ScoreBig Broadway July #3,CarolineCampbell      33,sarahjennings[1]      2      1,Landing Page Copy,500,0,2014-07-17 06:12:52,25
1824,S-108-9247-225447,The Rich History and Even Richer Music of the Cotton Club,"The Rich History and Even Richer Music of the Cotton Club",ScoreBig,ScoreBig Broadway July #3,CMorrisEditor      10,EddieWriter[1]      6      0,Landing Page Copy,500,0,,25
1825,S-108-9247-225446,Closing the Curtains: 5 Ways 'After Midnight' Captivated Audiences,"Closing the Curtains: # Ways 'After Midnight' Captivated Audiences",ScoreBig,ScoreBig Broadway July #3,CMorrisEditor      10,jonathanlister[1]      6      3,Landing Page Copy,500,0,2014-07-17 19:01:00,25
1826,S-108-9247-225445,All the Way: Meet the Cast and Producers,"All the Way: Meet the Cast and Producers",ScoreBig,ScoreBig Broadway July #3,CMorrisEditor      10,AmandaWriter[1]      5      0,Landing Page Copy,500,0,2014-07-17 11:11:53,25
1827,S-108-9246-225444,4 Reasons Darko Tresnjak Deserved His Tony for &quot;A Gentleman's Guide&quot;,# Reasons Darko Tresnjak Deserved His Tony for &quot;A Gentleman's Guide&quot;,ScoreBig,ScoreBig Broadway July #2,JRakowskiEditor      19,laurenkatulka[1]      7      5,Landing Page Copy,500,0,2014-07-15 18:44:35,25
1828,S-108-9246-225443,How &quot;A Gentleman's Guide to Love and Murder&quot; Succeeds as a Satire,"How &quot;A Gentleman's Guide to Love and Murder&quot; Succeeds as a Satire",ScoreBig,ScoreBig Broadway July #2,JRakowskiEditor      19,trevorsuich[1]      2      2,Landing Page Copy,500,0,2014-07-14 01:28:56,25
1829,S-108-9246-225442,4 Ways Stage is Better than the Screen When it Comes to Rock of Ages,"# Ways Stage is Better than the Screen When it Comes to Rock of Ages",ScoreBig,ScoreBig Broadway July #2,JRakowskiEditor      19,laurenkatulka[1]      7      5,Landing Page Copy,500,0,2014-07-15 03:46:56,25
1830,S-108-9246-225441,A Look at the Critical Reception for Broadway's Rock of Ages,"A Look at the Critical Reception for Broadway's Rock of Ages",ScoreBig,ScoreBig Broadway July #2,JRakowskiEditor      19,trevorsuich[1]      2      2,Landing Page Copy,500,0,2014-07-14 01:20:34,25
1831,S-108-9246-225440,Broadway's Rocky: A Profile of the Current Cast,"Broadway's Rocky: A Profile of the Current Cast",ScoreBig,ScoreBig Broadway July #2,CMorrisEditor      10,jonathanlister[1]      6      3,Landing Page Copy,500,0,2014-07-16 20:51:56,25
1832,S-108-9246-225439,Rocky and 4 Other Broadway Shows Drawing Male Audiences,"Rocky and # Other Broadway Shows Drawing Male Audiences",ScoreBig,ScoreBig Broadway July #2,CMorrisEditor      10,mattberry[1]      6      4,Landing Page Copy,500,0,2014-07-15 10:59:17,25
1833,S-108-9246-225438,4 Pieces of Critical Praise for the Current Production of Stomp NYC,"# Pieces of Critical Praise for the Current Production of Stomp NYC",ScoreBig,ScoreBig Broadway July #2,CMorrisEditor      10,jonathanlister[1]      6      3,Landing Page Copy,500,0,2014-07-15 22:19:41,25
1834,S-108-9246-225437,Why Actors and Audiences Love Off-Broadway Shows Like Stomp,"Why Actors and Audiences Love Off-Broadway Shows like Stomp",ScoreBig,ScoreBig Broadway July #2,CMorrisEditor      10,joynelson[1]      3      3,Landing Page Copy,500,0,2014-07-14 16:13:29,25
1835,S-108-9246-225436,From If to Then: How This Broadway Show Has Evolved,From If to Then: How This Broadway Show has Evolved,ScoreBig,ScoreBig Broadway July #2,CMorrisEditor      10,joynelson[1]      3      3,Landing Page Copy,500,0,2014-07-14 13:59:35,25
1836,S-108-9246-225435,The Music Behind the Broadway Hit &quot;If/Then&quot;,"The Music Behind the Broadway Hit 'If/Then'",ScoreBig,ScoreBig Broadway July #2,CarolineCampbell      33,sarahjennings[1]      2      1,Landing Page Copy,500,0,2014-07-15 06:50:40,25
1837,S-108-9246-225434,After Midnight: Profiling the Show's Current Cast,"After Midnight: Profiling The Show's Current Cast ",ScoreBig,ScoreBig Broadway July #2,CarolineCampbell      33,sheilaolson[1]      7      5,Landing Page Copy,500,0,2014-07-15 16:22:34,25
1838,S-108-9246-225433,All the Way: A Play for House of Cards Fans?,"All the Way: A Play for House of Cards Fans?",ScoreBig,ScoreBig Broadway July #2,CarolineCampbell      33,laurenkatulka[1]      7      5,Landing Page Copy,500,0,2014-07-15 02:47:13,25
1839,S-108-9246-225432,Cranston and Company: 4 Celebrities Who Have Been on Broadway,"Cranston and Company: # Celebrities Who Have Been on Broadway",ScoreBig,ScoreBig Broadway July #2,CarolineCampbell      33,sheilaolson[1]      7      5,Landing Page Copy,500,0,2014-07-15 12:25:25,25
1840,S-108-9245-225431,Bryce Pinkham from &quot;A Gentleman's Guide to Love and Murder&quot;: A Profile,Bryce Pinkham from &quot;A Gentleman's Guide to Love and Murder&quot;: A Profile,ScoreBig,ScoreBig Broadway July #1,JRakowskiEditor      19,sarahjennings[1]      2      1,Landing Page Copy,500,0,2014-07-10 07:14:32,25
1841,S-108-9245-225430,Why &quot;A Gentleman's Guide to Love and Murder&quot; Won Four Tony Awards,"Why &quot;A Gentleman's Guide to Love and Murder&quot; won Four Tony Awards",ScoreBig,ScoreBig Broadway July #1,JRakowskiEditor      19,AWithersPaid[1]      20      1,Landing Page Copy,500,0,2014-07-10 08:24:36,25
1842,S-108-9245-225429,4 Famous People Who Have Graced the Stage of &quot;Rock of Ages&quot;,"# Famous People Who Have Graced the Stage of &quot;Rock of Ages&quot; ",ScoreBig,ScoreBig Broadway July #1,JRakowskiEditor      19,CaitlinWriter[1]      0      0,Landing Page Copy,500,0,2014-07-08 14:10:06,25
1843,S-108-9245-225428,Rocky: How They Succeeded at Staging the Boxing Match,"Rocky: How They Succeeded at Staging the Boxing Match ",ScoreBig,ScoreBig Broadway July #1,JRakowskiEditor      19,AWithersPaid[1]      20      1,Landing Page Copy,500,0,2014-07-09 22:16:47,25
1844,S-108-9245-225427,Be Warned: Rocky and 4 Broadway Shows that Involve the Audience,"Be Warned: Rocky and # Broadway Shows that Involve the Audience",ScoreBig,ScoreBig Broadway July #1,CMorrisEditor      10,mandirogier[1]      14      4,Landing Page Copy,500,0,2014-07-09 10:06:24,25
1845,S-108-9245-225426,Stomp Returns to Manila to Rock The Philippines,"Stomp Returns to the Manila to Rock The Philippines",ScoreBig,ScoreBig Broadway July #1,CMorrisEditor      10,mandirogier[1]      14      4,Landing Page Copy,500,0,2014-07-09 12:19:54,25
1846,S-108-9245-225425,Broadway Bounce: 5 Reasons to See 'Stomp',"Broadway Bounce: # Reasons to See 'Stomp'",ScoreBig,ScoreBig Broadway July #1,CMorrisEditor      10,jonathanlister[1]      6      3,Landing Page Copy,500,0,2014-07-11 18:15:14,25
